GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A087WNW4	Gm29554	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WNW5	Gm29276	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WP28	Gm28510	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WP35	Gm28919	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WP44	Gm28897	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WPA5	Gm28961	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WPJ9	Gm21117	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WPP3	Gm20820	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WQ24	Gm21858	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WQA3	Gm20888	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WQC7	Gm21258	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WQL3	Gm28102	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WR14	Gm21095	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WR44	Btbd35f15	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	A0A087WR99	Gm21488	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WRF5	Gm21861	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WRK3	Gm21497	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WRL2	Gm21865	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WRP6	Gm28576	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WRT9	Gm28490	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WS79	Gm21294	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WS97	Gm20824	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WSN2	Btbd35f16	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	A0A087WSS0	Gm20911	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A087WSS9	Gm21996	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A0A0MQP3	Btbd35f12	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	A0A0A6YW38	Gm28870	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A0A6YX04	Gm29866	involved_in	GO:0007286	spermatid development	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1922390|PANTHER:PTN001064565	10090	GO_Central		P
UniProtKB	A0A0G2JEK6	Piwil1	involved_in	GO:0007286	spermatid development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR031326	10090	InterPro		P
UniProtKB	A0A0R4J2B9	Btbd35f23	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	A0A140LIP1	Aurkc	involved_in	GO:0048599	oocyte development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030613	10090	InterPro		P
UniProtKB	A0A140LJ30	Aurkc	involved_in	GO:0048599	oocyte development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030613	10090	InterPro		P
UniProtKB	A0A140T8Q5	Btbd35f21	involved_in	GO:0007281	germ cell development	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043380	10090	InterPro		P
UniProtKB	A0A3B2W7R5	Slc26a8	involved_in	GO:0048240	sperm capacitation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030303	10090	InterPro		P
UniProtKB	A0A3B2WCZ8	Slc26a8	involved_in	GO:0048240	sperm capacitation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030303	10090	InterPro		P
UniProtKB	A0A3B2WD00	Slc26a8	involved_in	GO:0048240	sperm capacitation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030303	10090	InterPro		P
