chrom	start	end	E1	E1.d
chr1	0	50000		-1
chr1	50000	100000		-1
chr1	100000	150000		-1
chr1	150000	200000		-1
chr1	200000	250000		-1
chr1	250000	300000		-1
chr1	300000	350000		-1
chr1	350000	400000		-1
chr1	400000	450000		-1
chr1	450000	500000		-1
chr1	500000	550000		-1
chr1	550000	600000		-1
chr1	600000	650000		-1
chr1	650000	700000		-1
chr1	700000	750000		-1
chr1	750000	800000		-1
chr1	800000	850000		-1
chr1	850000	900000		-1
chr1	900000	950000		-1
chr1	950000	1000000		-1
chr1	1000000	1050000		-1
chr1	1050000	1100000		-1
chr1	1100000	1150000		-1
chr1	1150000	1200000		-1
chr1	1200000	1250000		-1
chr1	1250000	1300000		-1
chr1	1300000	1350000		-1
chr1	1350000	1400000		-1
chr1	1400000	1450000		-1
chr1	1450000	1500000		-1
chr1	1500000	1550000		-1
chr1	1550000	1600000		-1
chr1	1600000	1650000		-1
chr1	1650000	1700000		-1
chr1	1700000	1750000		-1
chr1	1750000	1800000		-1
chr1	1800000	1850000		-1
chr1	1850000	1900000		-1
chr1	1900000	1950000		-1
chr1	1950000	2000000		-1
chr1	2000000	2050000		-1
chr1	2050000	2100000		-1
chr1	2100000	2150000		-1
chr1	2150000	2200000		-1
chr1	2200000	2250000		-1
chr1	2250000	2300000		-1
chr1	2300000	2350000		-1
chr1	2350000	2400000		-1
chr1	2400000	2450000		-1
chr1	2450000	2500000		-1
chr1	2500000	2550000		-1
chr1	2550000	2600000		-1
chr1	2600000	2650000		-1
chr1	2650000	2700000		-1
chr1	2700000	2750000		-1
chr1	2750000	2800000		-1
chr1	2800000	2850000		-1
chr1	2850000	2900000		-1
chr1	2900000	2950000		-1
chr1	2950000	3000000		-1
chr1	3000000	3050000	0.271683618901203	28
chr1	3050000	3100000	-0.011581563839458	27
chr1	3100000	3150000	0.383087974367883	29
chr1	3150000	3200000	0.247022543162183	28
chr1	3200000	3250000	0.113656978062586	27
chr1	3250000	3300000	0.454105453093369	29
chr1	3300000	3350000	0.0544894497243452	27
chr1	3350000	3400000	0.526560300463125	29
chr1	3400000	3450000	0.557870390130123	29
chr1	3450000	3500000	0.508724332760173	29
chr1	3500000	3550000	0.27558503120725	28
chr1	3550000	3600000	0.382762820157086	29
chr1	3600000	3650000	0.330725633814845	28
chr1	3650000	3700000	0.486552115892868	29
chr1	3700000	3750000	0.0067535336934044	27
chr1	3750000	3800000	0.101993812264194	27
chr1	3800000	3850000	0.0572504136307576	27
chr1	3850000	3900000	0.193070009334265	28
chr1	3900000	3950000	0.526167261858118	29
chr1	3950000	4000000	0.0637150384924603	27
chr1	4000000	4050000	0.319699889722595	28
chr1	4050000	4100000	0.0548416763110016	27
chr1	4100000	4150000	0.434878541990993	29
chr1	4150000	4200000	-0.0741125024147262	26
chr1	4200000	4250000	0.584687917479239	30
chr1	4250000	4300000	0.291262658894542	28
chr1	4300000	4350000	0.486015775988008	29
chr1	4350000	4400000	0.447173427033681	29
chr1	4400000	4450000	0.631578529257459	30
chr1	4450000	4500000	0.997001678025476	31
chr1	4500000	4550000	1.15129074669762	32
chr1	4550000	4600000	0.648737936803386	30
chr1	4600000	4650000	0.869609202859408	31
chr1	4650000	4700000	0.733091769354444	30
chr1	4700000	4750000	0.679079967293005	30
chr1	4750000	4800000	1.23567136220904	32
chr1	4800000	4850000	1.34281761782801	33
chr1	4850000	4900000	1.16530323535432	32
chr1	4900000	4950000	1.16767330966607	32
chr1	4950000	5000000	0.861376254289512	31
chr1	5000000	5050000	1.05202936594469	32
chr1	5050000	5100000	0.45424639179838	29
chr1	5100000	5150000	0.580363096581617	30
chr1	5150000	5200000	0.520628053148157	29
chr1	5200000	5250000	0.41753720089786	29
chr1	5250000	5300000	0.300247250778671	28
chr1	5300000	5350000	0.116743558200838	27
chr1	5350000	5400000	0.174927237319255	28
chr1	5400000	5450000	-0.0609773574379828	26
chr1	5450000	5500000	-0.294590761784385	25
chr1	5500000	5550000	0.0128947901866785	27
chr1	5550000	5600000	-0.0692373170291415	26
chr1	5600000	5650000	-0.396620055129578	25
chr1	5650000	5700000	-0.2755539542799	25
chr1	5700000	5750000	-0.080328841384158	26
chr1	5750000	5800000	-0.0392398316236745	27
chr1	5800000	5850000	-0.48072922623778	24
chr1	5850000	5900000	-0.128051939899801	26
chr1	5900000	5950000	-0.0633125046846768	26
chr1	5950000	6000000	-0.357881356990974	25
chr1	6000000	6050000	-0.471675523714624	24
chr1	6050000	6100000	-0.538659838207641	24
chr1	6100000	6150000	-0.312797350065115	25
chr1	6150000	6200000	0.0836485405911168	27
chr1	6200000	6250000	0.562152577846323	29
chr1	6250000	6300000	0.162860774419642	28
chr1	6300000	6350000	-0.0300548035203695	27
chr1	6350000	6400000	0.215547966993607	28
chr1	6400000	6450000	-0.130002569681503	26
chr1	6450000	6500000	-0.214793748527561	26
chr1	6500000	6550000	-0.394328335370756	25
chr1	6550000	6600000	-0.4653586030632	25
chr1	6600000	6650000	-0.501900599125861	24
chr1	6650000	6700000	-0.586431031548339	24
chr1	6700000	6750000	-0.185793568364453	26
chr1	6750000	6800000	-0.234914360718985	26
chr1	6800000	6850000	-0.183825173969944	26
chr1	6850000	6900000	0.0743550857913197	27
chr1	6900000	6950000	-0.15098722723347	26
chr1	6950000	7000000	0.0716135082283496	27
chr1	7000000	7050000	0.342191362877037	28
chr1	7050000	7100000	0.559682671121749	29
chr1	7100000	7150000	0.736595106294812	30
chr1	7150000	7200000	0.505870456785642	29
chr1	7200000	7250000	-0.077727751260728	26
chr1	7250000	7300000	-0.234711571409272	26
chr1	7300000	7350000	-0.758207281866075	23
chr1	7350000	7400000	-0.260159880311888	26
chr1	7400000	7450000	-0.506320564064882	24
chr1	7450000	7500000	-0.853056523643667	22
chr1	7500000	7550000	-0.373071725036817	25
chr1	7550000	7600000	-0.429265417264977	25
chr1	7600000	7650000	-0.841399328176993	22
chr1	7650000	7700000	-0.475823308601991	24
chr1	7700000	7750000	-0.844836447353996	22
chr1	7750000	7800000	-0.534544137761628	24
chr1	7800000	7850000	-1.12062712896826	21
chr1	7850000	7900000	-1.25081580678181	20
chr1	7900000	7950000	-1.13434560020999	21
chr1	7950000	8000000	-0.732448745097567	23
chr1	8000000	8050000	-1.18874296557474	20
chr1	8050000	8100000	-1.10036512492327	21
chr1	8100000	8150000	-0.683665542579336	23
chr1	8150000	8200000	-1.09350621508727	21
chr1	8200000	8250000	-1.48966547679295	18
chr1	8250000	8300000	-0.998548037507373	21
chr1	8300000	8350000	-0.856742467870813	22
chr1	8350000	8400000	-1.08864868745729	21
chr1	8400000	8450000	-1.16063741785997	21
chr1	8450000	8500000	-1.00216733252477	21
chr1	8500000	8550000	-1.6839173444392	17
chr1	8550000	8600000	-1.15373339803004	21
chr1	8600000	8650000	-1.37956278651079	19
chr1	8650000	8700000		-1
chr1	8700000	8750000	-1.2920717176751	20
chr1	8750000	8800000	-1.18631068798503	20
chr1	8800000	8850000	-1.0648077388504	21
chr1	8850000	8900000	-1.05529684879162	21
chr1	8900000	8950000	-0.978440603212056	22
chr1	8950000	9000000	-1.08169735778134	21
chr1	9000000	9050000	-0.983016400581812	22
chr1	9050000	9100000	-1.0188160812447	21
chr1	9100000	9150000	-1.21546847223712	20
chr1	9150000	9200000	-0.970506725620174	22
chr1	9200000	9250000	-1.17956516125196	20
chr1	9250000	9300000	-0.911548020280904	22
chr1	9300000	9350000	-0.411150643235449	25
chr1	9350000	9400000	-0.716245018359365	23
chr1	9400000	9450000	-0.73945615909996	23
chr1	9450000	9500000	-0.46918157426596	24
chr1	9500000	9550000	0.116671629862792	27
chr1	9550000	9600000	0.991398036387742	31
chr1	9600000	9650000	1.70708009936924	35
chr1	9650000	9700000	1.31613917322303	33
chr1	9700000	9750000	1.53210707656683	34
chr1	9750000	9800000	1.99731461722878	36
chr1	9800000	9850000	2.24216380640826	37
chr1	9850000	9900000	1.90574576757021	35
chr1	9900000	9950000	2.04011823673462	36
chr1	9950000	10000000	2.00391527969893	36
chr1	10000000	10050000	2.65181398916276	39
chr1	10050000	10100000	2.21376146406412	37
chr1	10100000	10150000	2.05023106893324	36
chr1	10150000	10200000	1.56439620340895	34
chr1	10200000	10250000	1.32000391275676	33
chr1	10250000	10300000	1.00634764042961	31
chr1	10300000	10350000	0.354743293583549	28
chr1	10350000	10400000	0.177870761061723	28
chr1	10400000	10450000	-0.490154011467465	24
chr1	10450000	10500000	0.224703747896842	28
chr1	10500000	10550000	-0.277784708564918	25
chr1	10550000	10600000	0.276877523860016	28
chr1	10600000	10650000	0.62434342348673	30
chr1	10650000	10700000	-0.0625187706676589	26
chr1	10700000	10750000	0.175699070177614	28
chr1	10750000	10800000	0.473661579008915	29
chr1	10800000	10850000	0.326997914596878	28
chr1	10850000	10900000	0.0836552177238458	27
chr1	10900000	10950000	-0.240410378739021	26
chr1	10950000	11000000	0.025687529995964	27
chr1	11000000	11050000	0.317807836554907	28
chr1	11050000	11100000	0.505995468626301	29
chr1	11100000	11150000	0.238693298637727	28
chr1	11150000	11200000	0.0638349981871131	27
chr1	11200000	11250000	0.261851284008861	28
chr1	11250000	11300000	0.201993894990285	28
chr1	11300000	11350000	0.233092772239479	28
chr1	11350000	11400000	-0.305015888185539	25
chr1	11400000	11450000	0.151924126568647	27
chr1	11450000	11500000	0.175923360001962	28
chr1	11500000	11550000	0.175408183131356	28
chr1	11550000	11600000	-0.0268916091330665	27
chr1	11600000	11650000	-0.246808644348118	26
chr1	11650000	11700000	-0.426325809563539	25
chr1	11700000	11750000	-0.771416799207274	23
chr1	11750000	11800000	-0.478078616635289	24
chr1	11800000	11850000	-0.503364248563086	24
chr1	11850000	11900000	-0.518303992375869	24
chr1	11900000	11950000	-0.40374608599549	25
chr1	11950000	12000000	-0.438038302462757	25
chr1	12000000	12050000	-0.289308773408093	25
chr1	12050000	12100000	-0.656851057831661	23
chr1	12100000	12150000	0.0970833132221512	27
chr1	12150000	12200000	-0.576249785302176	24
chr1	12200000	12250000	-0.393090087365689	25
chr1	12250000	12300000	-0.160783877517234	26
chr1	12300000	12350000	-0.272292451407468	25
chr1	12350000	12400000	0.138210373657657	27
chr1	12400000	12450000	0.412898484009696	29
chr1	12450000	12500000	0.352644465536359	28
chr1	12500000	12550000	0.207896171066666	28
chr1	12550000	12600000	0.0933504041852275	27
chr1	12600000	12650000	0.517271182055466	29
chr1	12650000	12700000	0.888682342675648	31
chr1	12700000	12750000	1.3035545873458	33
chr1	12750000	12800000	1.58327618339225	34
chr1	12800000	12850000	0.727453410802823	30
chr1	12850000	12900000	0.990408627305819	31
chr1	12900000	12950000	1.34441084901892	33
chr1	12950000	13000000	1.81992364128465	35
chr1	13000000	13050000	2.19953660193295	37
chr1	13050000	13100000	2.38411720965203	38
chr1	13100000	13150000	2.47713537277145	38
chr1	13150000	13200000	2.2065783130957	37
chr1	13200000	13250000	2.12192448162674	36
chr1	13250000	13300000	2.44042520744957	38
chr1	13300000	13350000	2.38328557394604	38
chr1	13350000	13400000	2.51396888063936	38
chr1	13400000	13450000	1.86850182724741	35
chr1	13450000	13500000	1.69665064936832	34
chr1	13500000	13550000	1.60944529093843	34
chr1	13550000	13600000	1.91929120016834	35
chr1	13600000	13650000	2.09308893828765	36
chr1	13650000	13700000	1.33446741890121	33
chr1	13700000	13750000	0.0650370295828969	27
chr1	13750000	13800000	-0.12259521535735	26
chr1	13800000	13850000	0.054047599883045	27
chr1	13850000	13900000	-0.170450036442059	26
chr1	13900000	13950000	-0.106664101737647	26
chr1	13950000	14000000	0.153070361111404	28
chr1	14000000	14050000	0.215782198133638	28
chr1	14050000	14100000	-0.0301702789965509	27
chr1	14100000	14150000	0.46964211802238	29
chr1	14150000	14200000	0.507571970564163	29
chr1	14200000	14250000	0.547371797597677	29
chr1	14250000	14300000	0.831827166558369	31
chr1	14300000	14350000	0.373416884691228	29
chr1	14350000	14400000	0.202111591073701	28
chr1	14400000	14450000	0.0167772929709665	27
chr1	14450000	14500000	0.343822963007592	28
chr1	14500000	14550000	0.224792482406986	28
chr1	14550000	14600000	0.309705481826427	28
chr1	14600000	14650000	0.012015560048924	27
chr1	14650000	14700000	0.212907797400178	28
chr1	14700000	14750000	0.245700971619533	28
chr1	14750000	14800000	0.135427941616471	27
chr1	14800000	14850000	-0.201144703439425	26
chr1	14850000	14900000	-0.287973670748704	25
chr1	14900000	14950000	0.278957582872389	28
chr1	14950000	15000000	-0.577781320575654	24
chr1	15000000	15050000	-0.780547180019975	23
chr1	15050000	15100000	-0.967069205475793	22
chr1	15100000	15150000	-0.288022219399456	25
chr1	15150000	15200000	-0.379063876262611	25
chr1	15200000	15250000	-0.592090369988313	24
chr1	15250000	15300000	-0.365133014575533	25
chr1	15300000	15350000	-0.243781789691859	26
chr1	15350000	15400000	0.0350332989470137	27
chr1	15400000	15450000	-0.342178722767753	25
chr1	15450000	15500000	-0.502506725127839	24
chr1	15500000	15550000	-0.6197278559981	24
chr1	15550000	15600000	-0.0306152647489015	27
chr1	15600000	15650000	-0.0353255517366505	27
chr1	15650000	15700000	0.300058645494228	28
chr1	15700000	15750000	0.205965621551313	28
chr1	15750000	15800000	0.204589965509961	28
chr1	15800000	15850000	0.974541792500613	31
chr1	15850000	15900000	0.754081427026409	30
chr1	15900000	15950000	0.236325210293739	28
chr1	15950000	16000000	0.474707820914568	29
chr1	16000000	16050000	0.539925298624184	29
chr1	16050000	16100000	0.672521145987481	30
chr1	16100000	16150000	1.62769080976186	34
chr1	16150000	16200000	0.773219721428011	30
chr1	16200000	16250000	0.755176599305094	30
chr1	16250000	16300000	0.863541577165468	31
chr1	16300000	16350000	0.10920831761132	27
chr1	16350000	16400000	0.109514072109424	27
chr1	16400000	16450000	-0.0354020518151583	27
chr1	16450000	16500000	-0.308935734134769	25
chr1	16500000	16550000	0.689478567244774	30
chr1	16550000	16600000	0.657118155585521	30
chr1	16600000	16650000	0.713812938111023	30
chr1	16650000	16700000	0.880662908382411	31
chr1	16700000	16750000	-0.405772295013711	25
chr1	16750000	16800000	-0.997312927470067	22
chr1	16800000	16850000	-0.774776424552834	23
chr1	16850000	16900000	-0.732039600887113	23
chr1	16900000	16950000	-0.914876854257752	22
chr1	16950000	17000000	-0.460708221976394	25
chr1	17000000	17050000	-0.698870156702674	23
chr1	17050000	17100000	-0.10617116187658	26
chr1	17100000	17150000	-0.071383600509891	26
chr1	17150000	17200000	-0.545323125439567	24
chr1	17200000	17250000	-0.607642473363329	24
chr1	17250000	17300000	-1.01669230389819	21
chr1	17300000	17350000	-0.614648768573993	24
chr1	17350000	17400000	-0.886252800704082	22
chr1	17400000	17450000	-0.947738359354266	22
chr1	17450000	17500000	-0.968184405456653	22
chr1	17500000	17550000	-0.957202768186285	22
chr1	17550000	17600000	-1.1460258884424	21
chr1	17600000	17650000	-0.500121801397793	24
chr1	17650000	17700000	-0.474598713854736	24
chr1	17700000	17750000	-0.253375103297561	26
chr1	17750000	17800000	-0.664026972650457	23
chr1	17800000	17850000	-0.71482004955795	23
chr1	17850000	17900000	-0.763811642799175	23
chr1	17900000	17950000	-1.13608753634895	21
chr1	17950000	18000000	-1.03559772724589	21
chr1	18000000	18050000	-0.395664414091496	25
chr1	18050000	18100000	-0.808715901401589	23
chr1	18100000	18150000	-1.07060813369207	21
chr1	18150000	18200000	-0.980883346238795	22
chr1	18200000	18250000	-0.820335394114524	23
chr1	18250000	18300000	-0.777842984212125	23
chr1	18300000	18350000	-1.13611086186229	21
chr1	18350000	18400000	-1.3943857250962	19
chr1	18400000	18450000	-1.26064912939368	20
chr1	18450000	18500000	-1.20934411503647	20
chr1	18500000	18550000	-1.52949123329631	18
chr1	18550000	18600000	-1.16450119107186	21
chr1	18600000	18650000	-1.27907491844823	20
chr1	18650000	18700000	-1.26608984426293	20
chr1	18700000	18750000	-0.916156698412757	22
chr1	18750000	18800000	-1.32717726635949	19
chr1	18800000	18850000	-1.47538948118983	18
chr1	18850000	18900000	-1.55557593858363	18
chr1	18900000	18950000	-1.34267672475757	19
chr1	18950000	19000000	-0.72420724543021	23
chr1	19000000	19050000	-1.10654840246835	21
chr1	19050000	19100000	-0.890704429448004	22
chr1	19100000	19150000	-0.454674377487217	25
chr1	19150000	19200000	-0.582248876869695	24
chr1	19200000	19250000	0.266426896234694	28
chr1	19250000	19300000	-0.572049873218028	24
chr1	19300000	19350000	-1.23052409274652	20
chr1	19350000	19400000	-1.52519570600045	18
chr1	19400000	19450000	-1.74686514454367	16
chr1	19450000	19500000	-1.19093717561944	20
chr1	19500000	19550000	-1.69034509259776	17
chr1	19550000	19600000	-1.28758838377155	20
chr1	19600000	19650000	-1.66406895804491	17
chr1	19650000	19700000	-1.65409322252077	17
chr1	19700000	19750000	-1.17139996606752	20
chr1	19750000	19800000	-0.69919793572744	23
chr1	19800000	19850000	-1.23790746142089	20
chr1	19850000	19900000	-1.13130102351811	21
chr1	19900000	19950000	-1.52657643477567	18
chr1	19950000	20000000	-1.07714472480091	21
chr1	20000000	20050000	-1.25336777418248	20
chr1	20050000	20100000	-1.7207129125385	17
chr1	20100000	20150000	-1.60407314443189	17
chr1	20150000	20200000	-1.73550151555028	16
chr1	20200000	20250000	-1.6530826583042	17
chr1	20250000	20300000	-1.54071976101331	18
chr1	20300000	20350000	-1.43007278115659	19
chr1	20350000	20400000	-1.28092012426391	20
chr1	20400000	20450000	-0.94354584855621	22
chr1	20450000	20500000	-1.01478139087021	21
chr1	20500000	20550000	-0.865909918901756	22
chr1	20550000	20600000	-0.995131856442221	22
chr1	20600000	20650000	-0.79558708955623	23
chr1	20650000	20700000	-0.82965028546181	22
chr1	20700000	20750000	-0.291531915924418	25
chr1	20750000	20800000	-0.0143297730783196	27
chr1	20800000	20850000	0.667193889128191	30
chr1	20850000	20900000	0.476500651102013	29
chr1	20900000	20950000	0.389480907609732	29
chr1	20950000	21000000	0.716013679455727	30
chr1	21000000	21050000	1.25279670433586	33
chr1	21050000	21100000	1.09534072502432	32
chr1	21100000	21150000	0.357176604814327	29
chr1	21150000	21200000	0.235001157289961	28
chr1	21200000	21250000	0.219325905076984	28
chr1	21250000	21300000	-0.266812192342621	25
chr1	21300000	21350000	-0.392213078326196	25
chr1	21350000	21400000	-0.946221820910036	22
chr1	21400000	21450000	-0.920969608644196	22
chr1	21450000	21500000	-1.12623554039496	21
chr1	21500000	21550000	-1.03656216137705	21
chr1	21550000	21600000	-1.58240534554705	18
chr1	21600000	21650000	-0.990444870665461	22
chr1	21650000	21700000	-1.39190356542334	19
chr1	21700000	21750000	-1.306313837273	20
chr1	21750000	21800000	-0.94485949988045	22
chr1	21800000	21850000	-1.04279914517962	21
chr1	21850000	21900000	-1.38204856881513	19
chr1	21900000	21950000	-1.01338636321815	21
chr1	21950000	22000000	-0.832176540058345	22
chr1	22000000	22050000	-1.08371339113982	21
chr1	22050000	22100000	-1.4510119519363	19
chr1	22100000	22150000	-0.927028317083496	22
